pair,total,equivalent,subsumption,overlap,disjoint,empty
cmt-conference,
cmt-confOf,
cmt-edas,15,9,5,1,0,0
cmt-ekaw,13,8,3,2,0,0
conference-cmt,
conference-confOf,
conference-edas,18,11,2,3,2,0
conference-ekaw,
confOf-cmt,
confOf-conference,
confOf-edas,
confOf-ekaw,21,13,6,1,1,0
edas-cmt,15,9,5,1,0,0
edas-conference,18,11,2,3,2,0
edas-confOf,
edas-ekaw,
ekaw-cmt,13,8,3,2,0,0
ekaw-conference,
ekaw-confOf,21,13,6,1,1,0
ekaw-edas,
