pair,classical,recall oriented,precision oriented,overlap,query f-measure,not disjoint
cmt-conference,0.352941176470588,0.676470588235294,0.558823529411765,0.705882352941176,0.608776160999674,0.764705882352941
cmt-confOf,0.8,0.9,1,1,0.892857142857143,1
cmt-edas,0.363636363636364,0.5,0.5,0.636363636363636,0.557338822642657,0.636363636363636
cmt-ekaw,0.272727272727273,0.409090909090909,0.409090909090909,0.636363636363636,0.530616549648888,0.636363636363636
conference-cmt,0.352941176470588,0.558823529411765,0.676470588235294,0.705882352941176,0.608776160999674,0.764705882352941
conference-confOf,0.5,0.583333333333333,0.541666666666667,0.583333333333333,0.520133399209486,0.583333333333333
conference-edas,0.294117647058824,0.294117647058824,0.294117647058824,0.411764705882353,0.357880804228699,0.411764705882353
conference-ekaw,0.576923076923077,0.788461538461538,0.769230769230769,0.923076923076923,0.816417390991967,0.923076923076923
confOf-cmt,0.8,1,0.9,1,0.892857142857143,1
confOf-conference,0.5,0.541666666666667,0.583333333333333,0.583333333333333,0.520133399209486,0.583333333333333
confOf-edas,0.461538461538462,0.538461538461538,0.615384615384615,0.692307692307692,0.607202232671981,0.769230769230769
confOf-ekaw,0.526315789473684,0.81578947368421,0.710526315789474,0.842105263157895,0.760490851693546,0.842105263157895
edas-cmt,0.363636363636364,0.5,0.5,0.636363636363636,0.557338822642658,0.636363636363636
edas-conference,0.294117647058824,0.294117647058824,0.294117647058824,0.411764705882353,0.357880804228699,0.411764705882353
edas-confOf,0.461538461538462,0.615384615384615,0.538461538461538,0.692307692307692,0.607202232671981,0.769230769230769
edas-ekaw,0.333333333333333,0.5,0.416666666666667,0.555555555555556,0.540200931096903,0.722222222222222
ekaw-cmt,0.272727272727273,0.409090909090909,0.409090909090909,0.636363636363636,0.530616549648888,0.636363636363636
ekaw-conference,0.576923076923077,0.769230769230769,0.788461538461538,0.923076923076923,0.816417390991967,0.923076923076923
ekaw-confOf,0.526315789473684,0.710526315789474,0.81578947368421,0.842105263157895,0.760490851693546,0.842105263157895
ekaw-edas,0.333333333333333,0.416666666666667,0.5,0.555555555555556,0.540200931096903,0.722222222222222
,0.44815331211616,0.591061607381267,0.591061607381267,0.69867530989822,0.619191428604095,0.728916637198371
