cqa,best_q_prec,best_q_fmeasure,best_q_rec
paper,0.0,0.0,0.0
member_of_pc,0.0,0.0,0.0
external_reviewer,0.0,0.0,0.0
abstract_of_paper,0.0,0.0,0.0
paper_co_author,0.0,0.0,0.0
paper_abstract_title,0.0,0.0,0.0
conference,0.0,0.0,0.0
conference_name,0.0,0.0,0.0
is_author_of_paper,0.0,0.0,0.0
reviewers_all,0.0,0.0,0.0
person,0.0,0.0,0.0
rejected_paper,0.0,0.0,0.0
pc_member,0.0,0.0,0.0
author,0.0,0.0,0.0
person_name,0.0,0.0,0.0
is_assigned_reviewer_of,0.0,0.0,0.0
conference_site_url,0.0,0.0,0.0
paper_title,0.0,0.0,0.0
topic,0.0,0.0,0.0
accepted_paper,0.0,0.0,0.0
program_committee,0.0,0.0,0.0
paper_1st_author,0.0,0.0,0.0
pc_chair,0.0,0.0,0.0
assigned_reviewer_author_of_review,0.0,0.0,0.0
review,0.0,0.0,0.0
conference_start_date,0.0,0.0,0.0
paper_abstract,0.0,0.0,0.0
assigned_reviewer,0.0,0.0,0.0
invite_reviewer,0.0,0.0,0.0
global mean,0.0,0.0,0.0

