pair,equiv,recall oriented, precision oriented,overlap,f-measure
cmt-conference,0.172413793103448,0.310344827586207,0.241379310344828,0.379310344827586,0.313202674290071
conference-cmt,0.103448275862069,0.206896551724138,0.206896551724138,0.275862068965517,0.235105962454255
conference-confOf,0.2,0.333333333333333,0.266666666666667,0.333333333333333,0.286357252335878
confOf-conference,0.233333333333333,0.366666666666667,0.3,0.366666666666667,0.319690585669211
confOf-edas,0.205128205128205,0.230769230769231,0.217948717948718,0.230769230769231,0.222360476900382
confOf-ekaw,0.193548387096774,0.387096774193548,0.290322580645161,0.387096774193548,0.315156968454372
edas-confOf,0.205128205128205,0.243589743589744,0.243589743589744,0.256410256410256,0.241684148397967
edas-ekaw,0.192307692307692,0.230769230769231,0.211538461538462,0.230769230769231,0.220999618637414
ekaw-confOf,0.225806451612903,0.403225806451613,0.338709677419355,0.419354838709678,0.347434116031294
ekaw-edas,0.384615384615385,0.461538461538462,0.423076923076923,0.461538461538462,0.443550286656805
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0,0,0,0,0
,0.105786486409401,0.158711531331109,0.1370064316477,0.167055560309175,0.147277104491382
