pair,classical,recall oriented,precision oriented,overlap,query f-measure,not disjoint
cmt-conference,NaN,NaN,NaN,NaN,NaN,NaN
cmt-confOf,0.428571428571429,0.571428571428571,0.607142857142857,0.642857142857143,0.580409080734398,0.785714285714286
cmt-edas,0.304347826086957,0.434782608695652,0.434782608695652,0.521739130434783,0.432441762920581,0.608695652173913
cmt-ekaw,0.357142857142857,0.607142857142857,0.535714285714286,0.714285714285714,0.649408161794995,0.714285714285714
conference-cmt,NaN,NaN,NaN,NaN,NaN,NaN
conference-confOf,NaN,NaN,NaN,NaN,NaN,NaN
conference-edas,NaN,NaN,NaN,NaN,NaN,NaN
conference-ekaw,NaN,NaN,NaN,NaN,NaN,NaN
confOf-cmt,0.428571428571429,0.607142857142857,0.571428571428571,0.642857142857143,0.580409080734398,0.785714285714286
confOf-conference,NaN,NaN,NaN,NaN,NaN,NaN
confOf-edas,0.269230769230769,0.403846153846154,0.423076923076923,0.538461538461538,0.411982909503118,0.807692307692308
confOf-ekaw,0.478260869565217,0.760869565217391,0.652173913043478,0.826086956521739,0.699134356825781,0.826086956521739
edas-cmt,0.304347826086957,0.434782608695652,0.434782608695652,0.521739130434783,0.432441762920581,0.608695652173913
edas-conference,NaN,NaN,NaN,NaN,NaN,NaN
edas-confOf,0.269230769230769,0.423076923076923,0.403846153846154,0.538461538461538,0.411982909503118,0.807692307692308
edas-ekaw,0.380952380952381,0.642857142857143,0.547619047619048,0.761904761904762,0.693099920044942,0.857142857142857
ekaw-cmt,0.333333333333333,0.5,0.566666666666667,0.666666666666667,0.606114284341995,0.666666666666667
ekaw-conference,NaN,NaN,NaN,NaN,NaN,NaN
ekaw-confOf,0.478260869565217,0.630434782608696,0.717391304347826,0.782608695652174,0.694882589192756,0.782608695652174
ekaw-edas,0.347826086956522,0.521739130434783,0.630434782608696,0.739130434782609,0.672354739842888,0.826086956521739
,0.365006370441153,0.54484193342889,0.543754976907151,0.658066571110049,0.572055129863296,0.756423528162659
