pair,precision,f-measure,recall
cmt-conference,0.447904128018126,0.448088987764182,0.448275862068966
cmt-ekaw,0.434782608695652,0.416672319066676,0.409212794483815
conference-cmt,0.413793103448276,0.413793103448276,0.413793103448276
conference-ekaw,0.363636363636364,0.356062969791519,0.352943532238686
ekaw-cmt,0.478260869565217,0.459626602911874,0.452131971060637
ekaw-conference,0.373606407918729,0.38189684253916,0.3999635999636
,0.418663913547061,0.412690137586948,0.41272014387733
