Number of neighbours: 8
Number of entities: 122893
Training size: 109284 Testing size: 13609
Epoch: 0 Idx: 0 Loss: 0.19579502734764584
Epoch: 0 Idx: 1000 Loss: 0.03067204600669292
Epoch: 0 Idx: 2000 Loss: 0.02006518516631119
Epoch: 0 Idx: 3000 Loss: 0.0186074167773378
Epoch: 0 Idx: 4000 Loss: 0.03942721097691159
Epoch: 0 Idx: 5000 Loss: 0.015006769810828316
Epoch: 0 Idx: 6000 Loss: 0.02098474243965312
Epoch: 0 Idx: 7000 Loss: 0.0323622077993074
Epoch: 0 Idx: 8000 Loss: 0.009200736493306817
Epoch: 0 Idx: 9000 Loss: 0.014551112653181274
Epoch: 0 Idx: 10000 Loss: 0.02801130186084228
Epoch: 0 Idx: 11000 Loss: 0.0564136078038707
Epoch: 0 Idx: 12000 Loss: 0.004796491532948374
Epoch: 0 Idx: 13000 Loss: 0.03685531339032691
Epoch: 0 Idx: 14000 Loss: 0.014031987091693307
Epoch: 0 Idx: 15000 Loss: 0.0714348081498396
Epoch: 0 Idx: 16000 Loss: 0.036900880169772804
Epoch: 0 Idx: 17000 Loss: 0.04161061487023135
Epoch: 1 Idx: 0 Loss: 0.024904198748544933
Epoch: 1 Idx: 1000 Loss: 0.033907881897719455
Epoch: 1 Idx: 2000 Loss: 0.016966898238510005
Epoch: 1 Idx: 3000 Loss: 0.007508447328397769
Epoch: 1 Idx: 4000 Loss: 0.013850937857530554
Epoch: 1 Idx: 5000 Loss: 0.018129660622424947
Epoch: 1 Idx: 6000 Loss: 0.027502218374513707
Epoch: 1 Idx: 7000 Loss: 0.014200960525281154
Epoch: 1 Idx: 8000 Loss: 0.03209347654380544
Epoch: 1 Idx: 9000 Loss: 0.0059833476384408436
Epoch: 1 Idx: 10000 Loss: 0.004910346014223486
Epoch: 1 Idx: 11000 Loss: 0.0420744299101578
Epoch: 1 Idx: 12000 Loss: 0.01779154421864245
Epoch: 1 Idx: 13000 Loss: 0.02802035337413299
Epoch: 1 Idx: 14000 Loss: 0.010919896762203438
Epoch: 1 Idx: 15000 Loss: 0.01203602816126891
Epoch: 1 Idx: 16000 Loss: 0.0076179809082422495
