Number of neighbours: 24
Number of entities: 122893
Training size: 109284 Testing size: 13609
Epoch: 0 Idx: 0 Loss: 0.12878027160912678
Epoch: 0 Idx: 1000 Loss: 0.053659800097962465
Epoch: 0 Idx: 2000 Loss: 0.04039000796282134
Epoch: 0 Idx: 3000 Loss: 0.03262584915960412
Epoch: 0 Idx: 4000 Loss: 0.08426830026741979
Epoch: 0 Idx: 5000 Loss: 0.025746490833308745
Epoch: 0 Idx: 6000 Loss: 0.011217214834535727
Epoch: 0 Idx: 7000 Loss: 0.04370848320026355
Epoch: 0 Idx: 8000 Loss: 0.046120106304850715
Epoch: 0 Idx: 9000 Loss: 0.025722348497597428
Epoch: 0 Idx: 10000 Loss: 0.0325143541840624
Epoch: 0 Idx: 11000 Loss: 0.12627809753704347
Epoch: 0 Idx: 12000 Loss: 0.031955428566442054
Epoch: 0 Idx: 13000 Loss: 0.05559108122995695
Epoch: 0 Idx: 14000 Loss: 0.030098823588128078
Epoch: 0 Idx: 15000 Loss: 0.09323798639128181
Epoch: 0 Idx: 16000 Loss: 0.0344668138990011
Epoch: 0 Idx: 17000 Loss: 0.06148970755080402
Epoch: 1 Idx: 0 Loss: 0.016932445554896855
Epoch: 1 Idx: 1000 Loss: 0.0613022620510719
Epoch: 1 Idx: 2000 Loss: 0.038585101814472215
Epoch: 1 Idx: 3000 Loss: 0.04118424812215186
Epoch: 1 Idx: 4000 Loss: 0.016810949006095442
Epoch: 1 Idx: 5000 Loss: 0.037675264956090256
Epoch: 1 Idx: 6000 Loss: 0.06373275697254725
Epoch: 1 Idx: 7000 Loss: 0.18105784210113227
Epoch: 1 Idx: 8000 Loss: 0.07139493294483279
Epoch: 1 Idx: 9000 Loss: 0.07827266716851428
Epoch: 1 Idx: 10000 Loss: 0.04066908735385383
Epoch: 1 Idx: 11000 Loss: 0.019173477680546468
Epoch: 1 Idx: 12000 Loss: 0.014940715554364164
Epoch: 1 Idx: 13000 Loss: 0.021114115158187417
Epoch: 1 Idx: 14000 Loss: 0.045084251063498365
Epoch: 1 Idx: 15000 Loss: 0.05108880240935815
Epoch: 1 Idx: 16000 Loss: 0.03340035903303697
Epoch: 1 Idx: 17000 Loss: 0.07651810529112484
Epoch: 2 Idx: 0 Loss: 0.09698735059410338
Epoch: 2 Idx: 1000 Loss: 0.10824269759507556
Epoch: 2 Idx: 2000 Loss: 0.04249800011042288
Epoch: 2 Idx: 3000 Loss: 0.02411964149878655
Epoch: 2 Idx: 4000 Loss: 0.19533757119130346
Epoch: 2 Idx: 5000 Loss: 0.13292777453993576
Epoch: 2 Idx: 6000 Loss: 0.04332427221134795
Epoch: 2 Idx: 7000 Loss: 0.04623392293429252
Epoch: 2 Idx: 8000 Loss: 0.11141084710542117
Epoch: 2 Idx: 9000 Loss: 0.028731278730689962
Epoch: 2 Idx: 10000 Loss: 0.08869423686781998
Epoch: 2 Idx: 11000 Loss: 0.022690993677083805
Epoch: 2 Idx: 12000 Loss: 0.03256936405483905
Epoch: 2 Idx: 13000 Loss: 0.04576991165170777
Epoch: 2 Idx: 14000 Loss: 0.055221946939447604
Epoch: 2 Idx: 15000 Loss: 0.04500639100880787
Epoch: 2 Idx: 16000 Loss: 0.038041976157377304
Epoch: 2 Idx: 17000 Loss: 0.033726793499169835
Epoch: 3 Idx: 0 Loss: 0.02368959315975607
Epoch: 3 Idx: 1000 Loss: 0.02753948934222648
Epoch: 3 Idx: 2000 Loss: 0.01827398039646254
Epoch: 3 Idx: 3000 Loss: 0.12146692813673882
Epoch: 3 Idx: 4000 Loss: 0.11020169567119031
Epoch: 3 Idx: 5000 Loss: 0.039610769683727676
Epoch: 3 Idx: 6000 Loss: 0.035621884408352816
Epoch: 3 Idx: 7000 Loss: 0.03584800913519586
Epoch: 3 Idx: 8000 Loss: 0.03251890517936723
Epoch: 3 Idx: 9000 Loss: 0.11312317121653177
Epoch: 3 Idx: 10000 Loss: 0.09922316383700867
Epoch: 3 Idx: 11000 Loss: 0.11006653882759092
Epoch: 3 Idx: 12000 Loss: 0.029819529578677877
Epoch: 3 Idx: 13000 Loss: 0.028258699623124005
Epoch: 3 Idx: 14000 Loss: 0.04177661227352256
Epoch: 3 Idx: 15000 Loss: 0.026620324016446668
Epoch: 3 Idx: 16000 Loss: 0.04965583911867362
Epoch: 3 Idx: 17000 Loss: 0.03258245740021438
Epoch: 4 Idx: 0 Loss: 0.09049611716132784
Epoch: 4 Idx: 1000 Loss: 0.016160642956390647
Epoch: 4 Idx: 2000 Loss: 0.09933867570844439
Epoch: 4 Idx: 3000 Loss: 0.1412863478816682
Epoch: 4 Idx: 4000 Loss: 0.10756316214796849
Epoch: 4 Idx: 5000 Loss: 0.025100692884202448
Epoch: 4 Idx: 6000 Loss: 0.04394559499366089
Epoch: 4 Idx: 7000 Loss: 0.010026073453823139
Epoch: 4 Idx: 8000 Loss: 0.036285437463668954
Epoch: 4 Idx: 9000 Loss: 0.130358037637938
Epoch: 4 Idx: 10000 Loss: 0.043986335952569296
Epoch: 4 Idx: 11000 Loss: 0.06749872374057207
Epoch: 4 Idx: 12000 Loss: 0.08604386509140313
Epoch: 4 Idx: 13000 Loss: 0.04200656468669318
Epoch: 4 Idx: 14000 Loss: 0.03291668333631723
Epoch: 4 Idx: 15000 Loss: 0.11591603623308507
Epoch: 4 Idx: 16000 Loss: 0.12999045720646699
Epoch: 4 Idx: 17000 Loss: 0.04273448667927432
Epoch: 5 Idx: 0 Loss: 0.006393843792908955
Epoch: 5 Idx: 1000 Loss: 0.09734041228028302
Epoch: 5 Idx: 2000 Loss: 0.06717073832334816
Epoch: 5 Idx: 3000 Loss: 0.038023932227132955
Epoch: 5 Idx: 4000 Loss: 0.05204016184530935
Epoch: 5 Idx: 5000 Loss: 0.041817026204637335
Epoch: 5 Idx: 6000 Loss: 0.09998070936056024
Epoch: 5 Idx: 7000 Loss: 0.05004063162767847
Epoch: 5 Idx: 8000 Loss: 0.04524273429187397
Epoch: 5 Idx: 9000 Loss: 0.07709756878475321
Epoch: 5 Idx: 10000 Loss: 0.05968829091804808
Epoch: 5 Idx: 11000 Loss: 0.049113989672863
Epoch: 5 Idx: 12000 Loss: 0.09771168414103394
Epoch: 5 Idx: 13000 Loss: 0.08192685949917801
Epoch: 5 Idx: 14000 Loss: 0.060499929938950404
Epoch: 5 Idx: 15000 Loss: 0.025479222528368307
Epoch: 5 Idx: 16000 Loss: 0.12803584081584282
Epoch: 5 Idx: 17000 Loss: 0.04875042790716378
Epoch: 6 Idx: 0 Loss: 0.0951497606005546
Epoch: 6 Idx: 1000 Loss: 0.057315039850959475
Epoch: 6 Idx: 2000 Loss: 0.06097923917945138
Epoch: 6 Idx: 3000 Loss: 0.037563042482435895
Epoch: 6 Idx: 4000 Loss: 0.03280847120571427
Epoch: 6 Idx: 5000 Loss: 0.053793540237995235
Epoch: 6 Idx: 6000 Loss: 0.02302280642282495
Epoch: 6 Idx: 7000 Loss: 0.07540560383625895
Epoch: 6 Idx: 8000 Loss: 0.05208885644635893
Epoch: 6 Idx: 9000 Loss: 0.04258263244061908
Epoch: 6 Idx: 10000 Loss: 0.115982369710236
Epoch: 6 Idx: 11000 Loss: 0.039345328781085424
Epoch: 6 Idx: 12000 Loss: 0.04088450920326144
Epoch: 6 Idx: 13000 Loss: 0.05856123190288994
Epoch: 6 Idx: 14000 Loss: 0.02231161596175663
Epoch: 6 Idx: 15000 Loss: 0.04085972826254309
Epoch: 6 Idx: 16000 Loss: 0.0528071861080198
Epoch: 6 Idx: 17000 Loss: 0.0323528314822976
Epoch: 7 Idx: 0 Loss: 0.006389205774646442
Epoch: 7 Idx: 1000 Loss: 0.04807733776593806
Epoch: 7 Idx: 2000 Loss: 0.01920815800126361
Epoch: 7 Idx: 3000 Loss: 0.007274605338700437
Epoch: 7 Idx: 4000 Loss: 0.0197371910615746
Epoch: 7 Idx: 5000 Loss: 0.01603909092136948
Epoch: 7 Idx: 6000 Loss: 0.030886548324281525
Epoch: 7 Idx: 7000 Loss: 0.07104046605753965
Epoch: 7 Idx: 8000 Loss: 0.0939527165205641
Epoch: 7 Idx: 9000 Loss: 0.07884578402584408
Epoch: 7 Idx: 10000 Loss: 0.054224851386096146
Epoch: 7 Idx: 11000 Loss: 0.07594051760228386
Epoch: 7 Idx: 12000 Loss: 0.046120213912785264
Epoch: 7 Idx: 13000 Loss: 0.08480037295856072
Epoch: 7 Idx: 14000 Loss: 0.15669161706003762
Epoch: 7 Idx: 15000 Loss: 0.06935755209402159
