Number of neighbours: 12
Number of entities: 122893
Training size: 109284 Testing size: 13609
Epoch: 0 Idx: 0 Loss: 0.14302028274913914
Epoch: 0 Idx: 1000 Loss: 0.0031181270129031894
Epoch: 0 Idx: 2000 Loss: 0.00432822432604498
Epoch: 0 Idx: 3000 Loss: 0.005806001759336948
Epoch: 0 Idx: 4000 Loss: 0.02616704154428162
Epoch: 0 Idx: 5000 Loss: 0.0029624047087029835
Epoch: 1 Idx: 0 Loss: 0.0046688013541540735
Epoch: 1 Idx: 1000 Loss: 0.043399430028638934
Epoch: 1 Idx: 2000 Loss: 0.0030837365137292142
Epoch: 1 Idx: 3000 Loss: 0.012431986922615988
Epoch: 1 Idx: 4000 Loss: 0.02473606600697822
Epoch: 1 Idx: 5000 Loss: 0.03324937089091641
Epoch: 2 Idx: 0 Loss: 0.01180992659645602
Epoch: 2 Idx: 1000 Loss: 0.011953227978265693
Epoch: 2 Idx: 2000 Loss: 0.005792477171870848
Epoch: 2 Idx: 3000 Loss: 0.005940091946849516
Epoch: 2 Idx: 4000 Loss: 0.0041588199612439475
Epoch: 2 Idx: 5000 Loss: 0.01455130436407045
Epoch: 3 Idx: 0 Loss: 0.013824119234680453
Epoch: 3 Idx: 1000 Loss: 0.013075455604299242
Epoch: 3 Idx: 2000 Loss: 0.006194230743592571
Epoch: 3 Idx: 3000 Loss: 0.007820063110867284
Epoch: 3 Idx: 4000 Loss: 0.012721977784263391
Epoch: 3 Idx: 5000 Loss: 0.06448010125503831
Epoch: 4 Idx: 0 Loss: 0.028554059928785822
Epoch: 4 Idx: 1000 Loss: 0.021989868548911287
Epoch: 4 Idx: 2000 Loss: 0.008610810705705732
Epoch: 4 Idx: 3000 Loss: 0.010202209871767004
Epoch: 4 Idx: 4000 Loss: 0.007050976206683142
Epoch: 4 Idx: 5000 Loss: 0.006424957977875375
Epoch: 5 Idx: 0 Loss: 0.05187547262921169
Epoch: 5 Idx: 1000 Loss: 0.001239560864374051
Epoch: 5 Idx: 2000 Loss: 0.007576764694238939
Epoch: 5 Idx: 3000 Loss: 0.02385471707988892
Epoch: 5 Idx: 4000 Loss: 0.015886254071538625
Epoch: 5 Idx: 5000 Loss: 0.00532433165428738
Epoch: 6 Idx: 0 Loss: 0.004906995020632813
Epoch: 6 Idx: 1000 Loss: 0.00395183922698811
Epoch: 6 Idx: 2000 Loss: 0.002335475681059134
Epoch: 6 Idx: 3000 Loss: 0.026859556776895065
Epoch: 6 Idx: 4000 Loss: 0.007844356707860139
Epoch: 6 Idx: 5000 Loss: 0.033183428856363904
Epoch: 7 Idx: 0 Loss: 0.03261702307212379
Epoch: 7 Idx: 1000 Loss: 0.01938517548607677
Epoch: 7 Idx: 2000 Loss: 0.002385827061987449
Epoch: 7 Idx: 3000 Loss: 0.0027432021450756036
Epoch: 7 Idx: 4000 Loss: 0.03496435404149149
Epoch: 7 Idx: 5000 Loss: 0.0045030775300975495
Epoch: 8 Idx: 0 Loss: 0.06423901528887664
Epoch: 8 Idx: 1000 Loss: 0.004357788100546685
Epoch: 8 Idx: 2000 Loss: 0.0032785084615550354
Epoch: 8 Idx: 3000 Loss: 0.0030068248418715403
Epoch: 8 Idx: 4000 Loss: 0.004674479677321232
Epoch: 8 Idx: 5000 Loss: 0.003897213920361985
Epoch: 9 Idx: 0 Loss: 0.00307326364922355
Epoch: 9 Idx: 1000 Loss: 0.0015941124440823806
Epoch: 9 Idx: 2000 Loss: 0.001373656531268072
Epoch: 9 Idx: 3000 Loss: 0.014568904626801469
Epoch: 9 Idx: 4000 Loss: 0.013218261104849244
Epoch: 9 Idx: 5000 Loss: 0.006911776507294199
Epoch: 10 Idx: 0 Loss: 0.01811503884590308
Epoch: 10 Idx: 1000 Loss: 0.00286728897077793
Epoch: 10 Idx: 2000 Loss: 0.05552623643864123
Epoch: 10 Idx: 3000 Loss: 0.05114179826907079
Epoch: 10 Idx: 4000 Loss: 0.0029225996279751017
Epoch: 10 Idx: 5000 Loss: 0.0021811643523203003
Epoch: 11 Idx: 0 Loss: 0.0044191554196183576
Epoch: 11 Idx: 1000 Loss: 0.0017364228586150671
Epoch: 11 Idx: 2000 Loss: 0.023116472646844428
Epoch: 11 Idx: 3000 Loss: 0.0049424778352464655
Epoch: 11 Idx: 4000 Loss: 0.0022106455887098754
Epoch: 11 Idx: 5000 Loss: 0.012704597106565007
Epoch: 12 Idx: 0 Loss: 0.00622901798726178
Epoch: 12 Idx: 1000 Loss: 0.016647478780609758
Epoch: 12 Idx: 2000 Loss: 0.005100697578706375
Epoch: 12 Idx: 3000 Loss: 0.0022463922981935326
Epoch: 12 Idx: 4000 Loss: 0.001055565219318979
Epoch: 12 Idx: 5000 Loss: 0.0019211397230579116
Epoch: 13 Idx: 0 Loss: 0.0012638622282421493
Epoch: 13 Idx: 1000 Loss: 0.002427194398839032
Epoch: 13 Idx: 2000 Loss: 0.011952311823347122
Epoch: 13 Idx: 3000 Loss: 0.014364220093685482
Epoch: 13 Idx: 4000 Loss: 0.001452045062051771
Epoch: 13 Idx: 5000 Loss: 0.008076279046125987
Epoch: 14 Idx: 0 Loss: 0.007801392455574455
Epoch: 14 Idx: 1000 Loss: 0.001966362147830122
Epoch: 14 Idx: 2000 Loss: 0.0010946990568601886
Epoch: 14 Idx: 3000 Loss: 0.008258598008524411
Epoch: 14 Idx: 4000 Loss: 0.0037414441733051146
Epoch: 14 Idx: 5000 Loss: 0.0045216998760218
Epoch: 15 Idx: 0 Loss: 0.023898477016752937
Epoch: 15 Idx: 1000 Loss: 0.024342372043402272
Epoch: 15 Idx: 2000 Loss: 0.0281570321928235
Epoch: 15 Idx: 3000 Loss: 0.0034353975116360007
Epoch: 15 Idx: 4000 Loss: 0.0014465763381548103
