	0.3	0.45	0.4	0.55	0.5	0.65	0.6	0.75	0.7	0.85	0.8	0.9	1
13-5	0.68330134	0.68401487	0.69343066	0.69380531	0.68952381	0.6728281	0.66666667	0.69144981	0.67680608	0.69516729	0.66159696	0.66538462	0.67583497
13-8	0.67669173	0.68508287	0.69328494	0.68265683	0.69372694	0.66165414	0.66666667	0.69402985	0.66794626	0.6780303	0.68156425	0.65510597	0.66927593
21-5	0.671875	0.68139963	0.68939394	0.68965517	0.69029851	0.69144981	0.6779661	0.69835466	0.69187146	0.69056604	0.66285714	0.66410749	0.66269841
21-8	0.67698259	0.67537313	0.67686424	0.67641682	0.68952381	0.67669173	0.66666667	0.69387755	0.68785047	0.67992767	0.67043315	0.68022181	0.66914498
26-5	0.671875	0.68139963	0.68939394	0.67896679	0.69029851	0.69144981	0.6779661	0.69835466	0.69187146	0.69056604	0.66285714	0.66410749	0.66269841
26-8	0.67698259	0.67537313	0.67686424	0.67641682	0.68952381	0.67669173	0.66666667	0.69387755	0.68785047	0.67992767	0.67043315	0.68022181	0.66914498
3-5	0.67790262	0.67657993	0.70503597	0.66666667	0.68571429	0.69708029	0.67652495	0.68560606	0.66915888	0.6802974	0.66159696	0.66026871	0.66534653
3-8	0.67836257	0.67407407	0.70714286	0.68571429	0.68858801	0.69741697	0.67647059	0.68773234	0.69259259	0.6900369	0.69469835	0.65377176	0.67043315
