	0.45	0.5	0.62	0.65	0.6	0.7	0.85	0.87	0.8	0.9	1
13-5	0.72419628	0.74295191	0.73891626	0.72727273	0.72785829	0.74025974	0.74038462	0.74257426	0.74025974	0.74914089	0.74123539
13-8	0.74111675	0.73267327	0.74873524	0.74257426	0.73083197	0.73397436	0.73977087	0.74450085	0.71986418	0.74657534	0.73786408
21-5	0.72147651	0.7454844	0.74662162	0.73737374	0.74013158	0.72051696	0.74916388	0.74161074	0.72039474	0.74662162	0.73376623
21-8	0.73298429	0.74049587	0.74061433	0.73666093	0.73211314	0.72607261	0.75792988	0.74611399	0.73257699	0.73076923	0.73462783
26-5	0.71641791	0.7454844	0.74662162	0.73737374	0.74013158	0.72051696	0.74916388	0.74161074	0.72039474	0.74662162	0.73376623
26-8	0.73298429	0.74049587	0.74061433	0.73666093	0.73211314	0.72607261	0.75792988	0.74611399	0.73257699	0.73076923	0.73462783
3-5	0.73211314	0.73578595	0.73883162	0.72878536	0.73146623	0.73057851	0.74917492	0.74165202	0.728125	0.72600349	0.74183007
3-8	0.72636816	0.736	0.75	0.73539519	0.72636816	0.74209651	0.73434856	0.73990307	0.74048443	0.74315068	0.73434856
