Number of neighbours: 22
Number of entities: 3308848
Training size: 2812521 Testing size: 330884
Epoch: 0 Idx: 0 Loss: 0.14206772966002454
Epoch: 0 Idx: 5000 Loss: 0.02694368966472086
Epoch: 0 Idx: 10000 Loss: 0.01631298717180504
Epoch: 0 Idx: 15000 Loss: 0.011643990203872925
Epoch: 0 Idx: 20000 Loss: 0.03033339309648997
Epoch: 0 Idx: 25000 Loss: 0.016914562366109973
Epoch: 1 Idx: 0 Loss: 0.015081155491063947
Epoch: 1 Idx: 5000 Loss: 0.010220430497687675
Epoch: 1 Idx: 10000 Loss: 0.025476990743847856
Epoch: 1 Idx: 15000 Loss: 0.03162323837832989
Epoch: 1 Idx: 20000 Loss: 0.03346898857906276
Epoch: 1 Idx: 25000 Loss: 0.04214350368103568
Epoch: 2 Idx: 0 Loss: 0.03189451391613017
Epoch: 2 Idx: 5000 Loss: 0.02119970788144609
Epoch: 2 Idx: 10000 Loss: 0.007532574929999163
Epoch: 2 Idx: 15000 Loss: 0.028084226884860647
Epoch: 2 Idx: 20000 Loss: 0.022764040208943927
Epoch: 2 Idx: 25000 Loss: 0.010205140162313482
Epoch: 3 Idx: 0 Loss: 0.020759405691530366
Epoch: 3 Idx: 5000 Loss: 0.007070665793221967
Epoch: 3 Idx: 10000 Loss: 0.04015292214034712
Epoch: 3 Idx: 15000 Loss: 0.004472266348989345
Epoch: 3 Idx: 20000 Loss: 0.03660945574665357
Epoch: 3 Idx: 25000 Loss: 0.025003156017627138
Epoch: 4 Idx: 0 Loss: 0.03442043094295881
Epoch: 4 Idx: 5000 Loss: 0.05747124359043622
Epoch: 4 Idx: 10000 Loss: 0.03151183990985928
Epoch: 4 Idx: 15000 Loss: 0.02536760508760305
Epoch: 4 Idx: 20000 Loss: 0.017356483068070652
Epoch: 4 Idx: 25000 Loss: 0.058495272109724814
Epoch: 5 Idx: 0 Loss: 0.01482273291530203
Epoch: 5 Idx: 5000 Loss: 0.02820685305591611
Epoch: 5 Idx: 10000 Loss: 0.025839453288018482
Epoch: 5 Idx: 15000 Loss: 0.038329922690449235
Epoch: 5 Idx: 20000 Loss: 0.1104343818590798
Epoch: 5 Idx: 25000 Loss: 0.011517211491880449
Epoch: 6 Idx: 0 Loss: 0.013320444920300425
Epoch: 6 Idx: 5000 Loss: 0.06476274535874171
Epoch: 6 Idx: 10000 Loss: 0.051486753502650674
Epoch: 6 Idx: 15000 Loss: 0.008384304636427423
Epoch: 6 Idx: 20000 Loss: 0.03094161775736277
Epoch: 6 Idx: 25000 Loss: 0.033663931936560976
Epoch: 7 Idx: 0 Loss: 0.017854642868053976
Epoch: 7 Idx: 5000 Loss: 0.057531800929725485
Epoch: 7 Idx: 10000 Loss: 0.04155274199411216
Epoch: 7 Idx: 15000 Loss: 0.017079130881973378
Epoch: 7 Idx: 20000 Loss: 0.06911473906124448
Epoch: 7 Idx: 25000 Loss: 0.022003753350906246
Epoch: 8 Idx: 0 Loss: 0.05536052831680338
Epoch: 8 Idx: 5000 Loss: 0.017433287275679398
Epoch: 8 Idx: 10000 Loss: 0.05542345556776377
Epoch: 8 Idx: 15000 Loss: 0.062371281598239736
Epoch: 8 Idx: 20000 Loss: 0.04828215234137716
Epoch: 8 Idx: 25000 Loss: 0.029720902419387945
Epoch: 9 Idx: 0 Loss: 0.0124944865779326
Epoch: 9 Idx: 5000 Loss: 0.03441724988252603
Epoch: 9 Idx: 10000 Loss: 0.013105491009885265
Epoch: 9 Idx: 15000 Loss: 0.074324058412055
Epoch: 9 Idx: 20000 Loss: 0.03293110561176304
Epoch: 9 Idx: 25000 Loss: 0.009607268301939653
Epoch: 10 Idx: 0 Loss: 0.013123245019503136
Epoch: 10 Idx: 5000 Loss: 0.024215529729004044
Epoch: 10 Idx: 10000 Loss: 0.016718165751385818
Epoch: 10 Idx: 15000 Loss: 0.026731384708893125
Epoch: 10 Idx: 20000 Loss: 0.05838198326126308
Epoch: 10 Idx: 25000 Loss: 0.1087990081509995
Epoch: 11 Idx: 0 Loss: 0.03530745549176091
Epoch: 11 Idx: 5000 Loss: 0.06701201569633665
Epoch: 11 Idx: 10000 Loss: 0.02859350003733526
Epoch: 11 Idx: 15000 Loss: 0.03457031491583307
Epoch: 11 Idx: 20000 Loss: 0.010558369291076305
Epoch: 11 Idx: 25000 Loss: 0.07330572305074887
Epoch: 12 Idx: 0 Loss: 0.027655182933250755
Epoch: 12 Idx: 5000 Loss: 0.01863640728031442
Epoch: 12 Idx: 10000 Loss: 0.02087845810163893
Epoch: 12 Idx: 15000 Loss: 0.05534262786405895
Epoch: 12 Idx: 20000 Loss: 0.020282848479983896
Epoch: 12 Idx: 25000 Loss: 0.04329001166083557
Epoch: 13 Idx: 0 Loss: 0.03273033527665033
Epoch: 13 Idx: 5000 Loss: 0.009265027755660654
Epoch: 13 Idx: 10000 Loss: 0.018956023905031538
Epoch: 13 Idx: 15000 Loss: 0.015589256932868048
Epoch: 13 Idx: 20000 Loss: 0.009851889775650453
Epoch: 13 Idx: 25000 Loss: 0.023358987241834772
Epoch: 14 Idx: 0 Loss: 0.025752299731866785
Epoch: 14 Idx: 5000 Loss: 0.008109978591033275
