Number of neighbours: 22
Number of entities: 122893
Training size: 109284 Testing size: 3734
Epoch: 0 Idx: 0 Loss: 0.1866486369657517
Epoch: 0 Idx: 5000 Loss: 0.021044330488987305
Epoch: 0 Idx: 10000 Loss: 0.014702485778265727
Epoch: 0 Idx: 15000 Loss: 0.012653438354787477
Epoch: 1 Idx: 0 Loss: 0.008188619947078254
Epoch: 1 Idx: 5000 Loss: 0.01632905805879278
Epoch: 1 Idx: 10000 Loss: 0.036863890299666566
Epoch: 1 Idx: 15000 Loss: 0.008061569203800493
Epoch: 2 Idx: 0 Loss: 0.012572958970587902
Epoch: 2 Idx: 5000 Loss: 0.01741044211124377
Epoch: 2 Idx: 10000 Loss: 0.0010249118101999205
Epoch: 2 Idx: 15000 Loss: 0.03145793872866124
Epoch: 3 Idx: 0 Loss: 0.0707796659191755
Epoch: 3 Idx: 5000 Loss: 0.006741567410199554
Epoch: 3 Idx: 10000 Loss: 0.030693375863796706
Epoch: 3 Idx: 15000 Loss: 0.004365002510283272
Epoch: 4 Idx: 0 Loss: 0.04014399943359921
Epoch: 4 Idx: 5000 Loss: 0.024203755020348706
Epoch: 4 Idx: 10000 Loss: 0.020380080713095983
Epoch: 4 Idx: 15000 Loss: 0.032002923493709444
Epoch: 5 Idx: 0 Loss: 0.004522266855884416
Epoch: 5 Idx: 5000 Loss: 0.013884951834546338
Epoch: 5 Idx: 10000 Loss: 0.002975424899742327
Epoch: 5 Idx: 15000 Loss: 0.012438691318563186
Epoch: 6 Idx: 0 Loss: 0.02349154423386651
Epoch: 6 Idx: 5000 Loss: 0.024657854736871748
Epoch: 6 Idx: 10000 Loss: 0.007321060468325395
Epoch: 6 Idx: 15000 Loss: 0.031121999073879823
Epoch: 7 Idx: 0 Loss: 0.0026713307626020405
Epoch: 7 Idx: 5000 Loss: 0.0184371385311946
Epoch: 7 Idx: 10000 Loss: 0.04226523898795423
Epoch: 7 Idx: 15000 Loss: 0.030295520772870416
Epoch: 8 Idx: 0 Loss: 0.046844490570268564
Epoch: 8 Idx: 5000 Loss: 0.02293754287468005
Epoch: 8 Idx: 10000 Loss: 0.011699849872478076
Epoch: 8 Idx: 15000 Loss: 0.04928194873531976
Epoch: 9 Idx: 0 Loss: 0.033515091492742274
Epoch: 9 Idx: 5000 Loss: 0.010867197110799
Epoch: 9 Idx: 10000 Loss: 0.021193468989208063
Epoch: 9 Idx: 15000 Loss: 0.019552909498027717
Epoch: 10 Idx: 0 Loss: 0.055993180515282424
Epoch: 10 Idx: 5000 Loss: 0.08408483442621337
Epoch: 10 Idx: 10000 Loss: 0.013727411506534245
Epoch: 10 Idx: 15000 Loss: 0.011583828060815586
Epoch: 11 Idx: 0 Loss: 0.013794761601025862
Epoch: 11 Idx: 5000 Loss: 0.014803900423790517
Epoch: 11 Idx: 10000 Loss: 0.025050480141067262
Epoch: 11 Idx: 15000 Loss: 0.025950815488650518
Epoch: 12 Idx: 0 Loss: 0.024637943538102607
Epoch: 12 Idx: 5000 Loss: 0.004414881343793816
Epoch: 12 Idx: 10000 Loss: 0.051395618334030745
Epoch: 12 Idx: 15000 Loss: 0.01755502180882999
Epoch: 13 Idx: 0 Loss: 0.007686819157319549
Epoch: 13 Idx: 5000 Loss: 0.00447467088627792
Epoch: 13 Idx: 10000 Loss: 0.00945291400155423
Epoch: 13 Idx: 15000 Loss: 0.013706466889519825
Epoch: 14 Idx: 0 Loss: 0.08183844954921447
Epoch: 14 Idx: 5000 Loss: 0.02108529894053058
Epoch: 14 Idx: 10000 Loss: 0.011972375791323178
Epoch: 14 Idx: 15000 Loss: 0.07388857308569691
Epoch: 15 Idx: 0 Loss: 0.026247543509942618
Epoch: 15 Idx: 5000 Loss: 0.005711681298768176
Epoch: 15 Idx: 10000 Loss: 0.01259627781385245
Epoch: 15 Idx: 15000 Loss: 0.018958956534512395
Epoch: 16 Idx: 0 Loss: 0.01015474693315686
Epoch: 16 Idx: 5000 Loss: 0.009119382028309805
Epoch: 16 Idx: 10000 Loss: 0.03252227305031778
Epoch: 16 Idx: 15000 Loss: 0.024568805767998463
Epoch: 17 Idx: 0 Loss: 0.06472432157443686
Epoch: 17 Idx: 5000 Loss: 0.021201125214348124
Epoch: 17 Idx: 10000 Loss: 0.03417403736911624
Epoch: 17 Idx: 15000 Loss: 0.0349942372808426
Epoch: 18 Idx: 0 Loss: 0.0142897297730296
Epoch: 18 Idx: 5000 Loss: 0.030215500696447982
Epoch: 18 Idx: 10000 Loss: 0.005878454496463803
Epoch: 18 Idx: 15000 Loss: 0.017535087762675223
Epoch: 19 Idx: 0 Loss: 0.033166121121520495
Epoch: 19 Idx: 5000 Loss: 0.014958641436624204
Epoch: 19 Idx: 10000 Loss: 0.08450168021168188
Epoch: 19 Idx: 15000 Loss: 0.010748145662962446
Epoch: 20 Idx: 0 Loss: 0.004620173475818272
Epoch: 20 Idx: 5000 Loss: 0.09241447507792067
Epoch: 20 Idx: 10000 Loss: 0.016167859721531518
Epoch: 20 Idx: 15000 Loss: 0.02077267939746066
Epoch: 21 Idx: 0 Loss: 0.008561113356098389
Epoch: 21 Idx: 5000 Loss: 0.010498608059130655
Epoch: 21 Idx: 10000 Loss: 0.04876195031134749
Epoch: 21 Idx: 15000 Loss: 0.013676063389637578
Epoch: 22 Idx: 0 Loss: 0.01481891760468521
Epoch: 22 Idx: 5000 Loss: 0.01907181775120425
Epoch: 22 Idx: 10000 Loss: 0.006836200226940678
Epoch: 22 Idx: 15000 Loss: 0.020637604233048383
Epoch: 23 Idx: 0 Loss: 0.04260994072179873
Epoch: 23 Idx: 5000 Loss: 0.012869624349159548
Epoch: 23 Idx: 10000 Loss: 0.017834678444034475
Epoch: 23 Idx: 15000 Loss: 0.026350195166169616
Epoch: 24 Idx: 0 Loss: 0.01179517227188647
Epoch: 24 Idx: 5000 Loss: 0.013428368484023262
Epoch: 24 Idx: 10000 Loss: 0.030389996699592785
Epoch: 24 Idx: 15000 Loss: 0.021939543417540806
Epoch: 25 Idx: 0 Loss: 0.012135070526784936
Epoch: 25 Idx: 5000 Loss: 0.007866010574227887
Epoch: 25 Idx: 10000 Loss: 0.017505921979427956
Epoch: 25 Idx: 15000 Loss: 0.010182787382294025
Epoch: 26 Idx: 0 Loss: 0.008168549729196001
Epoch: 26 Idx: 5000 Loss: 0.011380508479391033
Epoch: 26 Idx: 10000 Loss: 0.010591300046364842
Epoch: 26 Idx: 15000 Loss: 0.014222942951423512
Epoch: 27 Idx: 0 Loss: 0.023288889182842325
Epoch: 27 Idx: 5000 Loss: 0.003649706435247979
Epoch: 27 Idx: 10000 Loss: 0.05863649845615545
Epoch: 27 Idx: 15000 Loss: 0.018411662040483237
Epoch: 28 Idx: 0 Loss: 0.017427070175004965
Epoch: 28 Idx: 5000 Loss: 0.005177133889017191
Epoch: 28 Idx: 10000 Loss: 0.02020025748606677
Epoch: 28 Idx: 15000 Loss: 0.015121395100077456
Epoch: 29 Idx: 0 Loss: 0.03298117341827332
Epoch: 29 Idx: 5000 Loss: 0.011402289587338053
Epoch: 29 Idx: 10000 Loss: 0.015377688909433345
Epoch: 29 Idx: 15000 Loss: 0.016785607848532853
Epoch: 30 Idx: 0 Loss: 0.013865235529461001
Epoch: 30 Idx: 5000 Loss: 0.037830500637903455
Epoch: 30 Idx: 10000 Loss: 0.0412612795500577
Epoch: 30 Idx: 15000 Loss: 0.011686482477461856
Epoch: 31 Idx: 0 Loss: 0.018035810204303834
Epoch: 31 Idx: 5000 Loss: 0.04228023205708093
Epoch: 31 Idx: 10000 Loss: 0.028345053495231053
Epoch: 31 Idx: 15000 Loss: 0.043980928502794336
Epoch: 32 Idx: 0 Loss: 0.004864575136563004
Epoch: 32 Idx: 5000 Loss: 0.027874995294424294
Epoch: 32 Idx: 10000 Loss: 0.028481665719260602
Epoch: 32 Idx: 15000 Loss: 0.04095612119642138
Epoch: 33 Idx: 0 Loss: 0.023398681871408034
Epoch: 33 Idx: 5000 Loss: 0.007019214144220168
Epoch: 33 Idx: 10000 Loss: 0.03578934787326561
Epoch: 33 Idx: 15000 Loss: 0.018374311128087982
Epoch: 34 Idx: 0 Loss: 0.024535209861924406
Epoch: 34 Idx: 5000 Loss: 0.062152802202937604
Epoch: 34 Idx: 10000 Loss: 0.1038221198155059
Epoch: 34 Idx: 15000 Loss: 0.026177411345434415
Epoch: 35 Idx: 0 Loss: 0.048908522375606826
Epoch: 35 Idx: 5000 Loss: 0.01965176117858575
Epoch: 35 Idx: 10000 Loss: 0.008656212911989255
Epoch: 35 Idx: 15000 Loss: 0.014638511233179446
Epoch: 36 Idx: 0 Loss: 0.0371184561568426
Epoch: 36 Idx: 5000 Loss: 0.007721278704707735
Epoch: 36 Idx: 10000 Loss: 0.09022161838648388
Epoch: 36 Idx: 15000 Loss: 0.01503857466501587
Epoch: 37 Idx: 0 Loss: 0.03428534679411484
Epoch: 37 Idx: 5000 Loss: 0.009116540752352202
Epoch: 37 Idx: 10000 Loss: 0.009347775417779324
Epoch: 37 Idx: 15000 Loss: 0.014624176303124955
Epoch: 38 Idx: 0 Loss: 0.01323253715198294
Epoch: 38 Idx: 5000 Loss: 0.10507422658767718
Epoch: 38 Idx: 10000 Loss: 0.03832114813470071
Epoch: 38 Idx: 15000 Loss: 0.019023940078465414
Epoch: 39 Idx: 0 Loss: 0.011835724445604054
Epoch: 39 Idx: 5000 Loss: 0.01013906784350128
Epoch: 39 Idx: 10000 Loss: 0.008821377526626449
Epoch: 39 Idx: 15000 Loss: 0.039765042975250346
Epoch: 40 Idx: 0 Loss: 0.014108508603780604
Epoch: 40 Idx: 5000 Loss: 0.0708771059938242
Epoch: 40 Idx: 10000 Loss: 0.05391842243175332
Epoch: 40 Idx: 15000 Loss: 0.015084119613029277
Epoch: 41 Idx: 0 Loss: 0.025722691107692895
Epoch: 41 Idx: 5000 Loss: 0.003999974597008321
Epoch: 41 Idx: 10000 Loss: 0.016663386227180926
Epoch: 41 Idx: 15000 Loss: 0.017795240823425824
