pair,precision,f-measure,recall
cmt-edas,0.529411764705882,0.529411764705882,0.529411764705882
cmt-ekaw,0.347826086956522,0.336909804410116,0.330375035785857
conference-edas,0.482758620689655,0.482758620689655,0.482758620689655
confOf-ekaw,0.569145961152907,0.574469938330223,0.580645161290323
edas-cmt,0.558823529411765,0.543471205887587,0.552993972458093
edas-conference,0.517241379310345,0.50048405407476,0.490278260284872
ekaw-cmt,0.369565217391304,0.358217847829956,0.365256414425547
ekaw-confOf,0.516129032258065,0.515824097818969,0.515524874463934
,0.486362698984556,0.480193416718393,0.48090551301302
