pair,precision,f-measure,recall
cmt-conference,0.448075316138377,0.448175296667933,0.448275862068966
cmt-ekaw,0.434782608695652,0.415551839464883,0.408115942028986
conference-cmt,0.448211648365761,0.448243725294855,0.448275862068966
conference-ekaw,0.363636363636364,0.355594405594406,0.352484848484848
ekaw-cmt,0.478260869565217,0.459626602911874,0.452131971060637
ekaw-conference,0.373974728350587,0.382039026851241,0.4
,0.424490255791993,0.418205149464199,0.418214080952067
